,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
17824,999000.0,A9,brooklyn,Midwood,-0.09640662142410432
17825,1200000.0,A9,brooklyn,Midwood,-0.08698718286530648
17826,790000.0,A5,brooklyn,Midwood,-0.106200963010118
17829,810623.0,A9,brooklyn,Midwood,-0.10523450986883398
17832,990000.0,A1,brooklyn,Midwood,-0.09682838732972213
17833,1210000.0,A1,brooklyn,Midwood,-0.08651855408128668
17835,1080000.0,A9,brooklyn,Midwood,-0.092610728273544
17836,1490000.0,A9,brooklyn,Midwood,-0.07339694812873247
17838,1503800.0,A9,brooklyn,Midwood,-0.07275024040678515
17840,1614334.0,A3,brooklyn,Midwood,-0.06757029900550077
17842,1515000.0,A1,brooklyn,Midwood,-0.07222537616868299
17845,995000.0,S1,brooklyn,Midwood,-0.09659407293771223
17846,1800000.0,A3,brooklyn,Midwood,-0.05886945582411888
17847,1050000.0,A9,brooklyn,Midwood,-0.09401661462560337
17850,1500000.0,A1,brooklyn,Midwood,-0.07292831934471268
17852,560000.0,A9,brooklyn,Gravesend,-0.11697942504257325
17853,825000.0,A9,brooklyn,Gravesend,-0.10456076226604873
17854,900000.0,A9,brooklyn,Gravesend,-0.10104604638590027
17855,1450000.0,A9,brooklyn,Gravesend,-0.07527146326481164
17858,1700000.0,A9,brooklyn,Gravesend,-0.06355574366431681
17859,1500000.0,A1,brooklyn,Gravesend,-0.07292831934471268
17860,940000.0,A5,brooklyn,Gravesend,-0.0991715312498211
17868,20.0,S2,brooklyn,Kensington,-0.1432216996901136
17869,1130500.0,B2,brooklyn,Kensington,-0.09024415291424404
17873,1200000.0,B3,brooklyn,Kensington,-0.08698718286530648
17876,1450000.0,B2,brooklyn,Kensington,-0.07527146326481164
17877,1495000.0,B3,brooklyn,Kensington,-0.07316263373672258
17879,800000.0,S2,brooklyn,Kensington,-0.1057323342260982
17883,1150000.0,B2,brooklyn,Kensington,-0.08933032678540544
17886,1054000.0,B2,brooklyn,Kensington,-0.09382916311199546
17889,1999500.0,B2,brooklyn,Kensington,-0.049520311582924005
17893,1292525.0,B2,brooklyn,Kensington,-0.08265119504116333
17895,1450000.0,B2,brooklyn,Kensington,-0.07527146326481164
17896,600000.0,B1,brooklyn,Kensington,-0.11510490990649407
17897,600000.0,B1,brooklyn,Kensington,-0.11510490990649407
17898,1390000.0,B2,brooklyn,Kensington,-0.07808323596893041
17899,1600000.0,B3,brooklyn,Kensington,-0.06824203150451474
17900,1330000.0,B1,brooklyn,Kensington,-0.08089500867304916
17901,995000.0,B1,brooklyn,Midwood,-0.09659407293771223
17902,995000.0,B2,brooklyn,Midwood,-0.09659407293771223
17903,1040000.0,B1,brooklyn,Midwood,-0.09448524340962317
17905,950000.0,B2,brooklyn,Midwood,-0.09870290246580131
17906,835000.0,B1,brooklyn,Midwood,-0.10409213348202893
17910,10.0,B1,brooklyn,Midwood,-0.14322216831889764
17914,2200000.0,B2,brooklyn,Midwood,-0.04012430446332715
17916,6500000.0,B2,brooklyn,Midwood,0.16138607266518395
17922,990000.0,B1,brooklyn,Midwood,-0.09682838732972213
17925,1550000.0,B1,brooklyn,Midwood,-0.0705851754246137
17926,1200000.0,B3,brooklyn,Midwood,-0.08698718286530648
17927,4200000.0,B3,brooklyn,Midwood,0.053601452340631496
17928,1700500.0,B2,brooklyn,Midwood,-0.06353231222511582
17930,950000.0,B1,brooklyn,Midwood,-0.09870290246580131
17931,2200000.0,B1,brooklyn,Midwood,-0.04012430446332715
17932,10.0,B1,brooklyn,Midwood,-0.14322216831889764
17933,2650000.0,B1,brooklyn,Midwood,-0.019036009182436454
17937,2500000.0,B2,brooklyn,Midwood,-0.026065440942733352
17938,1160000.0,B3,brooklyn,Midwood,-0.08886169800138564
17940,2040000.0,B2,brooklyn,Midwood,-0.047622365007643844
17944,1730000.0,S2,brooklyn,Midwood,-0.06214985731225743
17946,985000.0,B1,brooklyn,Midwood,-0.09706270172173202
17947,1375000.0,B1,brooklyn,Midwood,-0.0787861791449601
17948,935000.0,B3,brooklyn,Midwood,-0.099405845641831
17951,999000.0,B2,brooklyn,Midwood,-0.09640662142410432
17952,700000.0,B2,brooklyn,Midwood,-0.11041862206629614
17954,1100000.0,B2,brooklyn,Midwood,-0.09167347070550441
17956,1190000.0,B1,brooklyn,Midwood,-0.08745581164932627
17968,1800000.0,B1,brooklyn,Midwood,-0.05886945582411888
17969,3000000.0,B2,brooklyn,Midwood,-0.0026340017417436907
17970,3500000.0,B1,brooklyn,Midwood,0.020797437459245973
17973,928000.0,B1,brooklyn,Midwood,-0.09973388579064485
17976,2350000.0,B1,brooklyn,Midwood,-0.03309487270303025
17983,2540000.0,B1,brooklyn,Midwood,-0.02419092580665418
17984,1400000.0,B1,brooklyn,Midwood,-0.07761460718491062
17986,2675000.0,B1,brooklyn,Midwood,-0.01786443722238697
17987,1650000.0,B1,brooklyn,Midwood,-0.06589888758441578
17990,1425000.0,B3,brooklyn,Gravesend,-0.07644303522486112
17992,926000.0,B3,brooklyn,Gravesend,-0.0998276115474488
17999,2000000.0,B2,brooklyn,Gravesend,-0.04949688014372301
18002,675000.0,B3,brooklyn,Gravesend,-0.11159019402634562
18003,1450000.0,C0,brooklyn,Kensington,-0.07527146326481164
18010,1365000.0,C0,brooklyn,Kensington,-0.07925480792897989
18012,1210000.0,C0,brooklyn,Kensington,-0.08651855408128668
18015,1100000.0,C0,brooklyn,Kensington,-0.09167347070550441
18016,1675000.0,C0,brooklyn,Kensington,-0.0647273156243663
18018,2130000.0,C0,brooklyn,Kensington,-0.0434047059514657
18020,300000.0,C0,brooklyn,Midwood,-0.12916377342708787
18022,1450000.0,C0,brooklyn,Midwood,-0.07527146326481164
18023,1350000.0,C0,brooklyn,Midwood,-0.07995775110500958
18025,1852541.0,C0,brooklyn,Midwood,-0.056407233330000486
18026,10.0,C0,brooklyn,Midwood,-0.14322216831889764
18028,2200000.0,C0,brooklyn,Midwood,-0.04012430446332715
18030,2200000.0,C0,brooklyn,Midwood,-0.04012430446332715
18033,1999900.0,C0,brooklyn,Midwood,-0.04950156643156321
18035,400000.0,C0,brooklyn,Midwood,-0.12447748558688994
18036,2145000.0,C0,brooklyn,Midwood,-0.04270176277543601
18037,2436000.0,C0,brooklyn,Midwood,-0.02906466516046003
18039,250000.0,R6,brooklyn,Kensington,-0.13150691734718684
18045,780000.0,R3,brooklyn,Kensington,-0.10666959179413779
18048,510000.0,R3,brooklyn,Brooklyn Heights / Downtown,-0.11932256896267221
18049,645000.0,R3,brooklyn,Midwood,-0.112996080378405
18050,550000.0,R3,brooklyn,Midwood,-0.11744805382659304
18052,3950000.0,V0,brooklyn,Midwood,0.04188573274013667
18053,44500.0,V0,brooklyn,Midwood,-0.1411372388587936
18054,928000.0,V0,brooklyn,Midwood,-0.09973388579064485
18055,928000.0,V0,brooklyn,Midwood,-0.09973388579064485
18056,6500000.0,G0,brooklyn,Midwood,0.16138607266518395
18060,3350000.0,C1,brooklyn,Kensington,0.013768005698949072
18061,1170000.0,C3,brooklyn,Kensington,-0.08839306921736585
18063,1250000.0,C3,brooklyn,Kensington,-0.08464403894520751
18068,1550000.0,C2,brooklyn,Midwood,-0.0705851754246137
18071,1188000.0,C3,brooklyn,Midwood,-0.08754953740613022
18075,2425000.0,C1,brooklyn,Midwood,-0.0295801568228818
18078,10.0,C2,brooklyn,Gravesend,-0.14322216831889764
18079,20000000.0,C1,brooklyn,Gravesend,0.7940349310919048
18080,6000000.0,D3,brooklyn,Kensington,0.1379546334641943
18081,18000000.0,D1,brooklyn,Midwood,0.7003091742879461
18082,17767559.0,D1,brooklyn,Midwood,0.6894163199693117
18086,735000.0,D4,brooklyn,Kensington,-0.10877842132222686
18089,750000.0,D4,brooklyn,Kensington,-0.10807547814619717
18092,400000.0,D4,brooklyn,Kensington,-0.12447748558688994
18093,210000.0,D4,brooklyn,Kensington,-0.133381432483266
18094,195000.0,D4,brooklyn,Kensington,-0.1340843756592957
18095,292000.0,D4,brooklyn,Kensington,-0.1295386764543037
18096,110000.0,D4,brooklyn,Kensington,-0.13806772032346393
18097,517000.0,D4,brooklyn,Kensington,-0.11899452881385836
18098,780000.0,D4,brooklyn,Kensington,-0.10666959179413779
18099,674000.0,D4,brooklyn,Kensington,-0.1116370569047476
18100,530000.0,D4,brooklyn,Kensington,-0.11838531139463263
18101,450000.0,D4,brooklyn,Kensington,-0.12213434166679096
18102,446160.0,D4,brooklyn,Kensington,-0.12231429511985457
18103,300000.0,D4,brooklyn,Kensington,-0.12916377342708787
18105,680000.0,D4,brooklyn,Kensington,-0.11135587963433573
18106,645000.0,D4,brooklyn,Kensington,-0.112996080378405
18107,550000.0,D4,brooklyn,Kensington,-0.11744805382659304
18108,472500.0,D4,brooklyn,Kensington,-0.12107992690274644
18109,675000.0,D4,brooklyn,Kensington,-0.11159019402634562
18110,151108.0,D4,brooklyn,Kensington,-0.13614128111811538
18111,224000.0,D4,brooklyn,Kensington,-0.1327253521856383
18112,265000.0,D4,brooklyn,Kensington,-0.13080397417115713
18113,485000.0,D4,brooklyn,Kensington,-0.12049414092272169
18114,460000.0,D4,brooklyn,Kensington,-0.12166571288277117
18115,400000.0,D4,brooklyn,Kensington,-0.12447748558688994
18116,270000.0,D4,brooklyn,Kensington,-0.13056965977914725
18117,260000.0,D4,brooklyn,Kensington,-0.13103828856316704
18118,295000.0,D4,brooklyn,Kensington,-0.12939808781909776
18119,457000.0,D4,brooklyn,Kensington,-0.12180630151797711
18120,380000.0,D4,brooklyn,Kensington,-0.1254147431549295
18121,270000.0,D4,brooklyn,Kensington,-0.13056965977914725
18122,255000.0,D4,brooklyn,Kensington,-0.13127260295517693
18123,380000.0,D4,brooklyn,Kensington,-0.1254147431549295
18124,808000.0,D4,brooklyn,Kensington,-0.10535743119888237
18125,490000.0,D4,brooklyn,Kensington,-0.1202598265307118
18126,455000.0,D4,brooklyn,Kensington,-0.12190002727478107
18127,287500.0,D4,brooklyn,Kensington,-0.1297495594071126
18128,290000.0,D4,brooklyn,Kensington,-0.12963240221110767
18129,825000.0,D4,brooklyn,Kensington,-0.10456076226604873
18130,420000.0,D4,brooklyn,Kensington,-0.12354022801885035
18132,475000.0,D4,brooklyn,Kensington,-0.12096276970674148
18133,445000.0,D4,brooklyn,Kensington,-0.12236865605880086
18134,270000.0,D4,brooklyn,Kensington,-0.13056965977914725
18135,410000.0,D4,brooklyn,Kensington,-0.12400885680287015
18136,350000.0,D4,brooklyn,Kensington,-0.1268206295069889
18137,300000.0,D4,brooklyn,Kensington,-0.12916377342708787
18138,325000.0,D4,brooklyn,Midwood,-0.12799220146703838
18139,565000.0,D4,brooklyn,Midwood,-0.11674511065056335
18140,405000.0,D4,brooklyn,Midwood,-0.12424317119488004
18141,217000.0,D4,brooklyn,Midwood,-0.13305339233445215
18142,575000.0,D4,brooklyn,Midwood,-0.11627648186654355
18143,665000.0,D4,brooklyn,Midwood,-0.11205882281036542
18144,305000.0,D4,brooklyn,Midwood,-0.12892945903507796
18148,257000.0,D4,brooklyn,Midwood,-0.13117887719837298
18149,660000.0,D4,brooklyn,Midwood,-0.11229313720237531
18153,684000.0,D4,brooklyn,Midwood,-0.1111684281207278
18154,269000.0,D4,brooklyn,Midwood,-0.13061652265754922
18155,250000.0,D4,brooklyn,Midwood,-0.13150691734718684
18156,250000.0,D4,brooklyn,Midwood,-0.13150691734718684
18158,239297.0,D4,brooklyn,Midwood,-0.1320084907347232
18159,307000.0,D4,brooklyn,Midwood,-0.12883573327827402
18160,537500.0,D4,brooklyn,Midwood,-0.11803383980661777
18161,310000.0,D4,brooklyn,Midwood,-0.12869514464306808
18162,309000.0,D4,brooklyn,Midwood,-0.12874200752147005
18163,284000.0,D4,brooklyn,Midwood,-0.12991357948151955
18164,275000.0,D4,brooklyn,Midwood,-0.13033534538713734
18165,275000.0,D4,brooklyn,Midwood,-0.13033534538713734
18169,465000.0,D4,brooklyn,Midwood,-0.12143139849076127
18170,329000.0,D4,brooklyn,Midwood,-0.12780474995343047
18171,325000.0,D4,brooklyn,Midwood,-0.12799220146703838
18172,282000.0,D4,brooklyn,Midwood,-0.1300073052383235
18176,472000.0,D4,brooklyn,Midwood,-0.12110335834194742
18177,655000.0,D4,brooklyn,Midwood,-0.11252745159438521
18178,450000.0,D4,brooklyn,Midwood,-0.12213434166679096
18180,685000.0,D4,brooklyn,Midwood,-0.11112156524232583
18181,520000.0,D4,brooklyn,Midwood,-0.11885394017865242
18182,420000.0,D4,brooklyn,Midwood,-0.12354022801885035
18183,265000.0,D4,brooklyn,Midwood,-0.13080397417115713
18184,280000.0,D4,brooklyn,Midwood,-0.13010103099512746
18186,190000.0,D4,brooklyn,Midwood,-0.1343186900513056
18187,475000.0,D4,brooklyn,Midwood,-0.12096276970674148
18188,375000.0,D4,brooklyn,Midwood,-0.12564905754693942
18189,547000.0,D4,brooklyn,Midwood,-0.11758864246179897
18190,340000.0,D4,brooklyn,Midwood,-0.1272892582910087
18191,290000.0,D4,brooklyn,Midwood,-0.12963240221110767
18194,300000.0,D4,brooklyn,Midwood,-0.12916377342708787
18195,260000.0,D4,brooklyn,Midwood,-0.13103828856316704
18196,250000.0,D4,brooklyn,Midwood,-0.13150691734718684
18197,220000.0,D4,brooklyn,Midwood,-0.1329128036992462
18198,240000.0,D4,brooklyn,Midwood,-0.13197554613120663
18200,440000.0,D4,brooklyn,Midwood,-0.12260297045081076
18201,305000.0,D4,brooklyn,Midwood,-0.12892945903507796
18202,305000.0,D4,brooklyn,Midwood,-0.12892945903507796
18203,300000.0,D4,brooklyn,Midwood,-0.12916377342708787
18205,295000.0,D4,brooklyn,Midwood,-0.12939808781909776
18206,360000.0,D4,brooklyn,Midwood,-0.1263520007229691
18207,253500.0,D4,brooklyn,Midwood,-0.1313428972727799
18208,250000.0,D4,brooklyn,Midwood,-0.13150691734718684
18209,165000.0,D4,brooklyn,Midwood,-0.13549026201135508
18210,198000.0,D4,brooklyn,Midwood,-0.13394378702408977
18211,380000.0,D4,brooklyn,Midwood,-0.1254147431549295
18212,215000.0,D4,brooklyn,Midwood,-0.13314711809125612
18213,60000.0,D4,brooklyn,Midwood,-0.14041086424356292
18214,660000.0,D4,brooklyn,Midwood,-0.11229313720237531
18215,302000.0,D4,brooklyn,Midwood,-0.1290700476702839
18216,288000.0,D4,brooklyn,Midwood,-0.1297261279679116
18217,339000.0,D4,brooklyn,Midwood,-0.12733612116941068
18218,305000.0,D4,brooklyn,Midwood,-0.12892945903507796
18219,205000.0,D4,brooklyn,Midwood,-0.13361574687527591
18220,344760.0,D4,brooklyn,Midwood,-0.12706619098981528
18224,768779.0,R2,brooklyn,Midwood,-0.1071954401526864
18225,415740.0,R2,brooklyn,Midwood,-0.12373986388084278
18226,595676.0,R2,brooklyn,Midwood,-0.11530754499270422
18227,354900.0,R2,brooklyn,Midwood,-0.1265910014028192
18228,476580.0,R2,brooklyn,Midwood,-0.12088872635886636
18229,329550.0,R2,brooklyn,Midwood,-0.12777897537030938
18230,481650.0,R2,brooklyn,Midwood,-0.12065113156536832
18231,479115.0,R2,brooklyn,Midwood,-0.12076992896211734
18232,621133.0,R2,brooklyn,Midwood,-0.11411455669722503
18233,677136.0,R2,brooklyn,Midwood,-0.11149009491807899
18235,534989.0,R2,brooklyn,Midwood,-0.11815151249428514
18236,692410.0,R2,brooklyn,Midwood,-0.11077431131336717
18237,560058.0,R2,brooklyn,Midwood,-0.11697670699562593
18238,471510.0,R2,brooklyn,Midwood,-0.1211263211523644
18239,380250.0,R2,brooklyn,Midwood,-0.12540302743532902
18240,687319.0,R2,brooklyn,Midwood,-0.11101289022731163
18241,487734.0,R2,brooklyn,Midwood,-0.12036601781317068
18242,753505.0,R2,brooklyn,Midwood,-0.10791122375739823
18243,534581.0,R2,brooklyn,Midwood,-0.11817063254867316
18244,662226.0,R2,brooklyn,Midwood,-0.1121888204350525
18245,575311.0,R2,brooklyn,Midwood,-0.11626190751136053
18246,481650.0,R2,brooklyn,Midwood,-0.12065113156536832
18247,390390.0,R2,brooklyn,Midwood,-0.12492783784833296
18248,669499.0,R2,brooklyn,Midwood,-0.1118479867204349
18249,501930.0,R2,brooklyn,Midwood,-0.11970075239137618
18250,768779.0,R2,brooklyn,Midwood,-0.1071954401526864
18251,519308.0,R2,brooklyn,Midwood,-0.11888636929050658
18252,733140.0,R2,brooklyn,Midwood,-0.10886558627605454
18253,585494.0,R2,brooklyn,Midwood,-0.11578470282059318
18254,501930.0,R2,brooklyn,Midwood,-0.11970075239137618
18255,400530.0,R2,brooklyn,Midwood,-0.12445264826133688
18257,672045.0,R2,brooklyn,Midwood,-0.11172867383202346
18258,519308.0,R2,brooklyn,Midwood,-0.11888636929050658
18259,840056.0,R2,brooklyn,Midwood,-0.10385519476882853
18260,722958.0,R2,brooklyn,Midwood,-0.1093427441039435
18261,605859.0,R2,brooklyn,Midwood,-0.11483034030193687
18262,534581.0,R2,brooklyn,Midwood,-0.11817063254867316
18263,420810.0,R2,brooklyn,Midwood,-0.12350226908734474
18264,829874.0,R2,brooklyn,Midwood,-0.10433235259671747
18265,728049.0,R2,brooklyn,Midwood,-0.10910416518999902
18266,753505.0,R2,brooklyn,Midwood,-0.10791122375739823
18267,1033524.0,R2,brooklyn,Midwood,-0.09478872741015439
18268,763688.0,R2,brooklyn,Midwood,-0.10743401906663087
18269,865513.0,R2,brooklyn,Midwood,-0.10266220647334934
18270,57000.0,R2,brooklyn,Midwood,-0.14055145287876883
18271,763688.0,R2,brooklyn,Midwood,-0.10743401906663087
18272,605859.0,R2,brooklyn,Midwood,-0.11483034030193687
18273,768779.0,R2,brooklyn,Midwood,-0.1071954401526864
18274,992794.0,R2,brooklyn,Midwood,-0.096697452447467
18275,784053.0,R2,brooklyn,Midwood,-0.10647965654797457
18276,865513.0,R2,brooklyn,Midwood,-0.10266220647334934
18277,485000.0,R2,brooklyn,Midwood,-0.12049414092272169
18278,599000.0,R4,brooklyn,Midwood,-0.11515177278489605
18279,639000.0,R4,brooklyn,Midwood,-0.11327725764881688
18280,700000.0,R4,brooklyn,Midwood,-0.11041862206629614
18281,690000.0,R4,brooklyn,Midwood,-0.11088725085031594
18283,702718.0,R4,brooklyn,Midwood,-0.11029124876279955
18284,813707.0,R4,brooklyn,Midwood,-0.10508998475184228
18285,865637.0,R4,brooklyn,Midwood,-0.10265639547642749
18286,1221900.0,R4,brooklyn,Midwood,-0.08596088582830312
18287,405600.0,R4,brooklyn,Midwood,-0.12421505346783886
18288,354900.0,R4,brooklyn,Midwood,-0.1265910014028192
18289,507000.0,R4,brooklyn,Midwood,-0.11946315759787815
18290,997885.0,R4,brooklyn,Midwood,-0.09645887353352253
18291,784053.0,R4,brooklyn,Midwood,-0.10647965654797457
18296,362000.0,R4,brooklyn,Midwood,-0.12625827496616515
18297,420000.0,R4,brooklyn,Midwood,-0.12354022801885035
18298,968000.0,R4,brooklyn,Gravesend,-0.09785937065456568
18299,1454898.0,R4,brooklyn,Gravesend,-0.07504192888639875
18300,920000.0,R1,brooklyn,Kensington,-0.10010878881786069
18302,607000.0,R1,brooklyn,Gravesend,-0.11477686975768021
18304,3450000.0,O8,brooklyn,Midwood,0.018454293539147005
18307,2125000.0,K1,brooklyn,Midwood,-0.0436390203434756
18308,6500000.0,K2,brooklyn,Midwood,0.16138607266518395
18309,6500000.0,K2,brooklyn,Midwood,0.16138607266518395
18310,1200000.0,K4,brooklyn,Midwood,-0.08698718286530648
18311,1200000.0,K4,brooklyn,Midwood,-0.08698718286530648
18312,6000000.0,K1,brooklyn,Midwood,0.1379546334641943
18313,5150000.0,K7,brooklyn,Gravesend,0.09812118682251186
18314,850000.0,K2,brooklyn,Gravesend,-0.10338919030599923
18315,3225000.0,K2,brooklyn,Gravesend,0.007910145898701657
18316,20000000.0,K4,brooklyn,Gravesend,0.7940349310919048
18317,3000000.0,F4,brooklyn,Midwood,-0.0026340017417436907
18318,3000000.0,F4,brooklyn,Midwood,-0.0026340017417436907
18319,7000000.0,GU,brooklyn,Kensington,0.1848175118661736
18320,450000.0,G7,brooklyn,Kensington,-0.12213434166679096
18324,2575000.0,G2,brooklyn,Midwood,-0.022550725062584903
18325,1160000.0,W8,brooklyn,Midwood,-0.08886169800138564
18328,305475.0,RA,brooklyn,Midwood,-0.12890719916783702
18329,50700.0,RG,brooklyn,Midwood,-0.1408466890127013
18330,813707.0,RP,brooklyn,Midwood,-0.10508998475184228
18332,1221900.0,RP,brooklyn,Midwood,-0.08596088582830312
18333,1454898.0,RG,brooklyn,Gravesend,-0.07504192888639875
18334,968000.0,RG,brooklyn,Gravesend,-0.09785937065456568
18339,2249000.0,A1,brooklyn,Gravesend,-0.037828023421630164
18341,950000.0,A1,brooklyn,Gravesend,-0.09870290246580131
18343,4999900.0,A3,brooklyn,Gravesend,0.09108706877437477
18345,2900000.0,A1,brooklyn,Gravesend,-0.007320289581941623
18348,2750000.0,A1,brooklyn,Gravesend,-0.014349721342238522
18351,1325000.0,A1,brooklyn,Gravesend,-0.08112932306505906
18352,850000.0,A1,brooklyn,Gravesend,-0.10338919030599923
18354,799999.0,A9,brooklyn,Gravesend,-0.1057323810889766
18355,700000.0,A4,brooklyn,Gravesend,-0.11041862206629614
18356,2300000.0,A1,brooklyn,Gravesend,-0.03543801662312922
18357,850000.0,A5,brooklyn,Gravesend,-0.10338919030599923
18359,825000.0,A1,brooklyn,Gravesend,-0.10456076226604873
18360,10.0,A1,brooklyn,Gravesend,-0.14322216831889764
18361,3250000.0,A3,brooklyn,Gravesend,0.009081717858751141
18362,9200000.0,A7,brooklyn,Gravesend,0.28791584435052814
18365,1475000.0,A1,brooklyn,Gravesend,-0.07409989130476216
18366,2300000.0,A1,brooklyn,Gravesend,-0.03543801662312922
18370,833000.0,A9,brooklyn,Gravesend,-0.10418585923883289
18371,1200000.0,A9,brooklyn,Gravesend,-0.08698718286530648
18372,848000.0,A1,brooklyn,Gravesend,-0.1034829160628032
18373,633424.0,A9,brooklyn,Gravesend,-0.11353856505878632
18377,795000.0,A1,brooklyn,Gravesend,-0.1059666486181081
18380,710000.0,A1,brooklyn,Gravesend,-0.10994999328227634
18381,1425000.0,A1,brooklyn,Gravesend,-0.07644303522486112
18382,1200000.0,A1,brooklyn,Gravesend,-0.08698718286530648
18384,10.0,A5,brooklyn,Brighton Beach / Manhattan Beach,-0.14322216831889764
18388,700000.0,A5,brooklyn,Gravesend,-0.11041862206629614
18391,2500000.0,S2,brooklyn,Gravesend,-0.026065440942733352
18392,970000.0,B3,brooklyn,Gravesend,-0.09776564489776172
18394,1500000.0,B1,brooklyn,Sheepshead Bay,-0.07292831934471268
18397,10.0,B2,brooklyn,Gravesend,-0.14322216831889764
18402,3300000.0,B1,brooklyn,Gravesend,0.011424861778850107
